run_id,created_utc,status,outcome,candidate,candidate_family,config_hash,config_json,commit_sha,data_sha256,development_index_sha256,eval_index_sha256,fold_seed,n_folds,pool_fraction,n_rows,n_treated,n_control,n_conversion_treated,n_conversion_control,policy_area_dr,policy_area_dr_adjusted,autoc_dr,autoc_dr_adjusted,rate_qini_dr,qini_score,auuc_score,uplift_calibration_error,doubly_robust_risk,score_mean,score_std,negative_score_fraction,unique_score_count,fit_seconds,predict_seconds,peak_process_rss_gb,min_system_available_ram_gb,python_version,numpy_version,pandas_version,sklearn_version,lightgbm_version,econml_version,failure_reason
sprint3-improvement-v1-finalist-Rank-K05,2026-08-04T19:34:03.354909+00:00,finalist,conversion,Rank-K05,rank_learner,64b26edac81f46e8,"{""builder"": ""rank_learner"", ""family"": ""rank_learner"", ""is_cate_scale"": false, ""name"": ""Rank-K05"", ""params"": {""cv"": 3, ""kappa_scale"": 0.5}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,202.0,3.0,1.0,5591836.0,4753061.0,838775.0,14684.0,1625.0,0.0007946630557708,0.0006883320034377,0.0022273056946678,0.0019074683787697,0.0003992938797668,0.1780616715340023,0.0057625507291182,,,-0.016100098100575,0.0231275230695187,0.8065570950221,691773.0,641.035270999997,14.33154800000193,3.063282012939453,1.6012420654296875,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-finalist-Rank-K2,2026-08-04T19:45:04.968255+00:00,finalist,conversion,Rank-K2,rank_learner,f9434b245bb8dd2b,"{""builder"": ""rank_learner"", ""family"": ""rank_learner"", ""is_cate_scale"": false, ""name"": ""Rank-K2"", ""params"": {""cv"": 3, ""kappa_scale"": 2.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,202.0,3.0,1.0,5591836.0,4753061.0,838775.0,14684.0,1625.0,0.0008024707772012,0.0006929709378973,0.0022727236020122,0.0019187357972036,0.0003830916088374,0.1759125438591658,0.005691561272726,,,-0.0073605358906294,0.0088020906177162,0.8410260959012389,696947.0,640.1080218000025,13.86429450000287,3.2108383178710938,1.6012420654296875,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-Response,2026-08-04T20:40:42.371756+00:00,retrospective_confirmation,conversion,Response,response,2493f3f82d2d833e,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response"", ""params"": {}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,28.64749110000048,4.728111800002807,1.2201805114746094,3.463306427001953,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-X-Renormalized,2026-08-04T20:41:18.495021+00:00,retrospective_confirmation,conversion,X-Renormalized,x_learner,65861f3be72d5840,"{""builder"": ""x_learner"", ""family"": ""x_learner"", ""is_cate_scale"": true, ""name"": ""X-Renormalized"", ""params"": {""outcome"": ""classifier"", ""propensity"": ""fixed"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,16.151298300002964,19.795193100002507,1.2201805114746094,3.463306427001953,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-S-Under7,2026-08-04T20:41:38.456746+00:00,retrospective_confirmation,conversion,S-Under7,s_learner,d26858072e33a18a,"{""builder"": ""s_learner"", ""family"": ""s_learner"", ""is_cate_scale"": true, ""name"": ""S-Under7"", ""params"": {""outcome"": ""classifier"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,5.273924099998112,14.52126899999712,1.2304534912109375,3.426776885986328,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-Rank-K05,2026-08-04T20:47:08.372751+00:00,retrospective_confirmation,conversion,Rank-K05,rank_learner,64b26edac81f46e8,"{""builder"": ""rank_learner"", ""family"": ""rank_learner"", ""is_cate_scale"": false, ""name"": ""Rank-K05"", ""params"": {""cv"": 3, ""kappa_scale"": 0.5}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,326.0620744000007,3.681581100001495,2.2907485961914062,2.428333282470703,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-Rank-K1,2026-08-04T20:52:37.273747+00:00,retrospective_confirmation,conversion,Rank-K1,rank_learner,461586447f29a8bc,"{""builder"": ""rank_learner"", ""family"": ""rank_learner"", ""is_cate_scale"": false, ""name"": ""Rank-K1"", ""params"": {""cv"": 3, ""kappa_scale"": 1.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,325.15490599999976,3.57249579999916,2.549354553222656,2.1820602416992188,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-retrospective-confirmation-v1-Rank-K2,2026-08-04T20:58:06.958969+00:00,retrospective_confirmation,conversion,Rank-K2,rank_learner,f9434b245bb8dd2b,"{""builder"": ""rank_learner"", ""family"": ""rank_learner"", ""is_cate_scale"": false, ""name"": ""Rank-K2"", ""params"": {""cv"": 3, ""kappa_scale"": 2.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,6d846e155171a87d5629cd8275697dcc3cabbfc813ec5f6a0ebd7a1f2c0280be,,,1.0,1397959.0,1188266.0,209693.0,3671.0,406.0,,,,,,,,,,,,,,326.10047230000055,3.4097132999995665,2.81448745727539,1.8274002075195312,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-smoke-Response,2026-08-05T00:43:20.485812+00:00,smoke,conversion,Response,response,2493f3f82d2d833e,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response"", ""params"": {}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,9964afa32aab221278c0fb2cf33bc367c1a088511d3b1c301294084068468d4e,9964afa32aab221278c0fb2cf33bc367c1a088511d3b1c301294084068468d4e,101.0,3.0,0.005,27959.0,23765.0,4194.0,73.0,8.0,0.000444361790065,0.0002459600951439,0.0017969018367076,0.0003778681002064,0.0002025743336774,0.1424272273420799,0.0045799985613449,,,0.002795644476842,0.0166209696368034,0.0,9440.0,0.9931578999894556,0.2195821999994223,0.6436614990234375,4.914371490478516,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-smoke-T-Under7,2026-08-05T00:43:21.795868+00:00,smoke,conversion,T-Under7,t_learner,ab050f537809d2ac,"{""builder"": ""t_learner"", ""family"": ""t_learner"", ""is_cate_scale"": true, ""name"": ""T-Under7"", ""params"": {""outcome"": ""classifier"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,9964afa32aab221278c0fb2cf33bc367c1a088511d3b1c301294084068468d4e,9964afa32aab221278c0fb2cf33bc367c1a088511d3b1c301294084068468d4e,101.0,3.0,0.005,27959.0,23765.0,4194.0,73.0,8.0,0.0004624896315993,0.0002695358407078,0.0024680873628224,0.0012259183957117,0.0001838821554109,0.1330624839356803,0.0042636153921526,0.0026865392900046,0.0157997163181847,0.0006234380389825,0.0078959856837236,0.8482063020851962,3000.0,0.1843864000038593,0.093623300002946,0.6436614990234375,4.914371490478516,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-Response,2026-08-05T00:49:13.964875+00:00,screen,visit,Response,response,2493f3f82d2d833e,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response"", ""params"": {}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0051328507690432,0.0042841349350926,0.0136003963129618,0.0110671962938925,0.0028553020350504,0.0811385054725084,0.0319091484901423,,,0.0470477395495026,0.1228763124066151,0.0,348616.0,23.172295400006988,10.216485499993723,0.8961067199707031,4.3730010986328125,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-X-Renormalized,2026-08-05T00:49:49.661051+00:00,screen,visit,X-Renormalized,x_learner,65861f3be72d5840,"{""builder"": ""x_learner"", ""family"": ""x_learner"", ""is_cate_scale"": true, ""name"": ""X-Renormalized"", ""params"": {""outcome"": ""classifier"", ""propensity"": ""fixed"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0048397880415083,0.0040226766517239,0.0130567577556714,0.010627090781184,0.0025765897184794,0.080351216209476,0.0315427081248654,0.0068193608612997,0.2081778100181645,0.0033401065553058,0.0052840415028957,0.1825170091749846,371466.0,13.590707200004545,19.213299799994275,0.8961067199707031,4.3730010986328125,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-S-Under7,2026-08-05T00:50:25.062953+00:00,screen,visit,S-Under7,s_learner,d26858072e33a18a,"{""builder"": ""s_learner"", ""family"": ""s_learner"", ""is_cate_scale"": true, ""name"": ""S-Under7"", ""params"": {""outcome"": ""classifier"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0046032574684748,0.0038553616405527,0.0126569747787349,0.0103341709659203,0.0026246077757301,0.0767372371981443,0.0301690116233483,0.0066382005049666,0.2081693223467961,0.0032455808749667,0.0061654866650179,0.0324544626227347,365182.0,5.478842099997564,27.23753399999987,1.0363235473632812,4.319087982177734,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-T-Under7,2026-08-05T00:51:00.300189+00:00,screen,visit,T-Under7,t_learner,ab050f537809d2ac,"{""builder"": ""t_learner"", ""family"": ""t_learner"", ""is_cate_scale"": true, ""name"": ""T-Under7"", ""params"": {""outcome"": ""classifier"", ""under"": 7.0}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0041146086394461,0.0033886830306809,0.0107826404637947,0.0085251733887741,0.0020203053359485,0.0607625345862414,0.0239032249847802,0.0065371241244766,0.2081780157397476,0.0033504266851314,0.0087051466587297,0.1948895130131701,393575.0,5.9447532999984105,24.326173500005098,1.0363235473632812,4.319087982177734,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-DR-Binary,2026-08-05T00:51:33.141374+00:00,screen,visit,DR-Binary,dr_learner,2adcdc5ba15e0946,"{""builder"": ""dr_learner"", ""family"": ""dr_learner"", ""is_cate_scale"": true, ""name"": ""DR-Binary"", ""params"": {""cv"": 3, ""discrete_outcome"": true}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0050362998361432,0.0040476501654405,0.0145611469853489,0.0105491949864889,0.0021244029929896,0.0655305465971749,0.0256724966716877,0.0063587099438521,0.2083294905689732,0.0071563760639951,0.0328104426778131,0.1130469693758846,252938.0,183.439864400003,16.010329699995054,1.1726837158203125,3.949493408203125,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
sprint3-improvement-v1-screen-R-Binary,2026-08-05T00:54:54.771125+00:00,screen,visit,R-Binary,r_learner,5306f4501f6ba2fa,"{""builder"": ""r_learner"", ""family"": ""r_learner"", ""is_cate_scale"": true, ""name"": ""R-Binary"", ""params"": {""cv"": 3, ""discrete_outcome"": true}}",d0069be719ebfe219416caa3c9d587432aadf14b,not_recomputed,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,1eb89c741d84c2bb8726a8b977fd83f514702681407af96753a0cbbe2fbeb157,101.0,3.0,0.2,1118367.0,950612.0,167755.0,46207.0,6414.0,0.0048377834642144,0.0038572472862782,0.0139816171506674,0.0100230284785005,0.0018984002928554,0.0572233262136575,0.0223974572597365,0.0075131162710898,0.2083498004898926,0.00719456182335,0.0333688375251654,0.112496166285307,265899.0,149.93139260000316,14.169681600003967,1.1726837158203125,3.897792816162109,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,
causal-forest-kaggle-0p2,2026-08-05T16:28:42.669571+00:00,diagnostic,conversion,Causal-Forest-kaggle-safe,causal_forest,,"{""builder"": ""econml.dml.CausalForestDML"", ""cv"": 2, ""frac"": 0.2, ""honest"": true, ""inference"": false, ""max_samples"": 0.25, ""min_samples_leaf"": 500, ""model_t"": ""DummyClassifier(prior)"", ""n_estimators"": 200, ""profile"": ""kaggle-safe"", ""seed"": 42}",3129e3cdc5605a513f8819fbc7c6aeaf4df1b760,e4d7c710ca1f38e523309d0f8a0745d1b53e7392d51f20d1088b6cfeaef222ef,,,,0.0,0.2,838776.0,712960.0,125816.0,2203.0,244.0,0.001012753805376,,0.0037828232575527,,,0.1789642340467052,0.0057924841724712,,,0.0009208297248257,0.0039770866849055,0.1687864221198508,374442.0,512.7,62.3,5.518215179443359,24.93988800048828,,,,,,,holdout khac final test Sprint 1; khong so voi bang release
causal-forest-kaggle-0p3,2026-08-05T16:44:03.005745+00:00,diagnostic,conversion,Causal-Forest-kaggle-safe,causal_forest,,"{""builder"": ""econml.dml.CausalForestDML"", ""cv"": 2, ""frac"": 0.3, ""honest"": true, ""inference"": false, ""max_samples"": 0.25, ""min_samples_leaf"": 500, ""model_t"": ""DummyClassifier(prior)"", ""n_estimators"": 200, ""profile"": ""kaggle-safe"", ""seed"": 42}",3129e3cdc5605a513f8819fbc7c6aeaf4df1b760,e4d7c710ca1f38e523309d0f8a0745d1b53e7392d51f20d1088b6cfeaef222ef,,,,0.0,0.3,1258164.0,1069439.0,188725.0,3304.0,366.0,0.000986454411707,,0.0038568255225747,,,0.1753147947752406,0.0056763162038584,,,0.0009568799473896,0.0038639921319774,0.2065382573337021,540877.0,834.7,71.1,7.879417419433594,22.582427978515625,,,,,,,holdout khac final test Sprint 1; khong so voi bang release
causal-forest-kaggle-0p5,2026-08-05T17:10:49.285757+00:00,released,conversion,Causal-Forest-kaggle-safe,causal_forest,,"{""builder"": ""econml.dml.CausalForestDML"", ""cv"": 2, ""frac"": 0.5, ""honest"": true, ""inference"": false, ""max_samples"": 0.25, ""min_samples_leaf"": 500, ""model_t"": ""DummyClassifier(prior)"", ""n_estimators"": 200, ""profile"": ""kaggle-safe"", ""seed"": 42}",3129e3cdc5605a513f8819fbc7c6aeaf4df1b760,e4d7c710ca1f38e523309d0f8a0745d1b53e7392d51f20d1088b6cfeaef222ef,,,,0.0,0.5,2096940.0,1782399.0,314541.0,5507.0,610.0,0.0010056541837682,,0.0037198610209103,,,0.1746775726411572,0.0056482865198169,,,0.0009798189490605,0.0044824996390791,0.1964681869772144,912579.0,1499.0,92.6,12.72928237915039,4.989997863769531,,,,,,,
