run_id,policy,budget_fraction,target_fraction,gross_incremental_conversions_per_customer_dr,gross_dr_ci_low,gross_dr_ci_high,gross_incremental_conversions_per_customer_ipw,break_even_contact_cost_per_target_conversion_equivalent,n_boot,monetary_outcome_available
sprint2-local-exact-calibration-v1,Response top-k,0.0,0.0,0.0,0.0,0.0,0.0,,500,False
sprint2-local-exact-calibration-v1,Response top-k,0.01,0.009999577956148928,0.0005260209156918371,0.0003921242797510512,0.0006624124887252943,0.0006308908100947845,0.052604311701813074,500,False
sprint2-local-exact-calibration-v1,Response top-k,0.05,0.049999320437866916,0.0008350855181832918,0.0006642305347018342,0.0010016207035432785,0.0010062273369592777,0.016701937363749468,500,False
sprint2-local-exact-calibration-v1,Response top-k,0.1,0.09999935620429498,0.0008488799608724334,0.0006577090923504867,0.0010272033519764822,0.0010314739779142392,0.008488854259603463,500,False
sprint2-local-exact-calibration-v1,Response top-k,0.2,0.1999994277371511,0.0009082902003010933,0.0007322450599731379,0.0010919111588946373,0.0010878585612201595,0.0045414639960610894,500,False
sprint2-local-exact-calibration-v1,Response top-k,0.3,0.2999994992700072,0.0009425493782174625,0.0007492138740988744,0.0011337437595935437,0.001120679470415842,0.00314183650476411,500,False
