budget_fraction,random_value_mean,random_value_min,random_value_max,expected_random_value
0.01,1.6590952556634287e-05,-0.00020041438344954934,8.55870672044143e-05,7.856273303656347e-06
0.02,1.6922464750287034e-05,-0.0002362467860340868,0.00017516979831578582,1.5712546607312694e-05
0.05,-1.2983375027962338e-05,-0.00017774562104046478,0.0002323264214279474,3.928136651828174e-05
0.1,4.120157565213692e-05,-0.0004372832981318193,0.0003789552851454335,7.856273303656348e-05
0.15,1.4464424530941257e-05,-0.0004924310146154565,0.0005634461930584915,0.0001178440995548452
0.2,7.16599773535409e-05,-0.0003280437785367642,0.0005392742300912302,0.00015712546607312696
0.25,0.00012163596660009746,-0.00026592108130584077,0.0005753602401068817,0.00019640683259140868
0.3,0.0001549389159790167,-0.00020949687456514113,0.000674689234994302,0.0002356881991096904
