run_id,created_utc,status,commit_sha,working_tree_dirty,working_tree_diff_sha256,data_sha256,development_index_sha256,eval_index_sha256,n_rows,n_treated,n_control,n_conversion_treated,n_conversion_control,python_version,numpy_version,pandas_version,sklearn_version,lightgbm_version,econml_version,outcome,candidate,candidate_family,config_hash,config_json,fold_seed,n_folds,pool_fraction,fit_seconds,predict_seconds,peak_process_rss_gb,min_system_available_ram_gb,max_system_memory_percent,policy_area_dr,policy_area_dr_adjusted,autoc_dr,autoc_dr_adjusted,rate_qini_dr,qini_score,auuc_score,uplift_calibration_error,doubly_robust_risk,score_mean,score_std,negative_score_fraction,unique_score_count,failure_reason
causal-foundation-v1-finalist-Response,2026-08-09T11:05:16.781660+00:00,finalist,336d7770de8534b785eec89c980536d9ba06996a,True,29536c97c690533adb29a987c6887fd32aa0cd7fb1ab5d83e4ace59ab9294edc,2716e1bf0fd157a93b5bf86924d9088419dfbac2022c6cd90030220634f616dc,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,5591836,4753061,838775,14684,1625,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,conversion,Response,response,2493f3f82d2d833e,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response"", ""params"": {}}",101,3,1.0,68.88946129998658,21.579949599981774,1.3845100402832031,2.3453521728515625,84.6,0.000851809379485535,0.0007529906323033713,0.0032193657849526533,0.0028432586675385943,0.0004369388857476574,0.1851458500921816,0.005991994598926076,,,0.002910328086587523,0.020631092390664733,0.0,1288210.0,
causal-foundation-v1-finalist-Response-Sentinel,2026-08-09T11:07:00.346157+00:00,failed,336d7770de8534b785eec89c980536d9ba06996a,True,29536c97c690533adb29a987c6887fd32aa0cd7fb1ab5d83e4ace59ab9294edc,2716e1bf0fd157a93b5bf86924d9088419dfbac2022c6cd90030220634f616dc,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,5591836,4753061,838775,14684,1625,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,conversion,Response-Sentinel,response,0ccda20f93617af8,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response-Sentinel"", ""params"": {""feature_augmentation"": ""sentinel_flags"", ""sentinel_min_mode_share"": 0.05}}",101,3,1.0,,,1.8441352844238281,2.2554588317871094,85.2,,,,,,,,,,,,,,"ResourceGateBreached: RAM khả dụng đã tụt xuống 2.27 GB và hệ thống đang dùng 85.1% RAM (ngưỡng min_available_gb=2.0, max_system_memory_percent=85.0) lúc 2026-08-09T11:07:03.269239+00:00. Dừng tại Response-Sentinel fold 2 để giữ registry và artifact nhất quán. Giảm --pool-frac hoặc đóng ứng dụng khác rồi chạy lại."
