model,reference,fold_seeds,n_fold_seeds,min_policy_area_delta,mean_policy_area_delta,advance,reason
Response-Sentinel,Response,202,1,-2.0750000967533714e-06,-2.0750000967533714e-06,False,does_not_beat_reference_on_every_fold_seed
