run_id,created_utc,status,commit_sha,working_tree_dirty,working_tree_diff_sha256,data_sha256,development_index_sha256,eval_index_sha256,n_rows,n_treated,n_control,n_conversion_treated,n_conversion_control,python_version,numpy_version,pandas_version,sklearn_version,lightgbm_version,econml_version,outcome,candidate,candidate_family,config_hash,config_json,fold_seed,n_folds,pool_fraction,failure_reason,peak_process_rss_gb,min_system_available_ram_gb,max_system_memory_percent
causal-foundation-v1-finalist-Response-Sentinel,2026-08-09T11:35:53.870008+00:00,failed,336d7770de8534b785eec89c980536d9ba06996a,True,45d3091de42170a3294399c1b26e72b8845615a42c9cdfab7ac2898fca952e1f,2716e1bf0fd157a93b5bf86924d9088419dfbac2022c6cd90030220634f616dc,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,5591836,4753061,838775,14684,1625,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,conversion,Response-Sentinel,response,0ccda20f93617af8,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response-Sentinel"", ""params"": {""feature_augmentation"": ""sentinel_flags"", ""sentinel_min_mode_share"": 0.05}}",202,3,1.0,"ResourceGateBreached: RAM khả dụng đã tụt xuống 1.94 GB và hệ thống đang dùng 87.2% RAM (ngưỡng min_available_gb=2.0, max_system_memory_percent=87.0) lúc 2026-08-09T11:36:03.970857+00:00. Dừng tại Response-Sentinel fold 2 để giữ registry và artifact nhất quán. Giảm --pool-frac hoặc đóng ứng dụng khác rồi chạy lại.",1.7837562561035156,1.8954696655273438,87.5
