model,budget_fraction,gross_value_per_customer,ci_low,ci_high
Response,0.01,0.0004414217986974824,0.00044505143555030694,0.00047644548807867625
Response,0.02,0.000601936625860287,0.0006097264970454349,0.0006623966472706699
Response,0.05,0.0007647811673933967,0.000770386374664264,0.000847449560596231
Response,0.1,0.0008552533607430357,0.0008574728763456884,0.000941744796832804
Response,0.15,0.00090428790361822,0.0008977026950145749,0.000994479158789454
Response,0.2,0.0009484392492952003,0.0009469026740069069,0.001034795399114756
Response,0.25,0.0009589643752767374,0.0009526319480869836,0.0010487244021178145
Response,0.3,0.0009693869058117929,0.0009696352637784377,0.0010548597859956414
Expected random (stochastic policy),0.01,9.96917928738e-06,,
Expected random (stochastic policy),0.02,1.993835857476e-05,,
Expected random (stochastic policy),0.05,4.9845896436900007e-05,,
Expected random (stochastic policy),0.1,9.969179287380001e-05,,
Expected random (stochastic policy),0.15,0.0001495376893107,,
Expected random (stochastic policy),0.2,0.00019938358574760003,,
Expected random (stochastic policy),0.25,0.0002492294821845,,
Expected random (stochastic policy),0.3,0.0002990753786214,,
