budget_fraction,random_value_mean,random_value_min,random_value_max,expected_random_value
0.01,9.604065100238453e-06,-2.273741663836148e-05,3.1134887076425774e-05,9.888601421262715e-06
0.02,1.8890359250836175e-05,-3.122497100524343e-05,5.569235327146106e-05,1.977720284252543e-05
0.05,4.506049350797089e-05,-7.310599470118485e-06,0.00012615403929631394,4.944300710631358e-05
0.1,9.365520061315293e-05,-4.95856244694816e-06,0.00014450801906630025,9.888601421262716e-05
0.15,0.0001517826483470334,6.6813380010867616e-06,0.00024337932857372322,0.00014832902131894072
0.2,0.00020462072330759457,4.677309581492538e-05,0.00027466356247207117,0.00019777202842525431
0.25,0.00024495065241852325,5.4094275089487065e-05,0.0003475791812797329,0.0002472150355315679
0.3,0.00029173656782523715,0.00011662111250979183,0.00037951188590908743,0.00029665804263788144
