model,budget_fraction,gross_value_per_customer,ci_low,ci_high
Response,0.01,0.0003718710522526767,0.00017368005647991436,0.0005328235951582334
Response,0.02,0.0005415272519670367,0.00029007888893476297,0.0007502338164213058
Response,0.05,0.0007441625488533388,0.0005057766912157913,0.000914562609763872
Response,0.1,0.000839991226992241,0.0006018259662753171,0.0010423584958138032
Response,0.15,0.0008925350608858807,0.0006357482992255262,0.00109553697658403
Response,0.2,0.0009184905134323077,0.0006530298794774509,0.0011187667642891905
Response,0.25,0.0009625755286261716,0.0006954806929118816,0.0011608154733753577
Response,0.3,0.0009596851438702891,0.0007021481532653216,0.001161291348696295
Response-Sentinel,0.01,0.0003432711056895724,0.0001635247071548527,0.0005184136945009608
Response-Sentinel,0.02,0.0005627439222415799,0.00034321222742577073,0.000772300048208069
Response-Sentinel,0.05,0.0007278952832383153,0.00047275731081189686,0.0008836270907754434
Response-Sentinel,0.1,0.0008563527485982417,0.000627762198234162,0.0010579688606826077
Response-Sentinel,0.15,0.0008876691078202603,0.0006517563047911759,0.0010875475234340087
Response-Sentinel,0.2,0.0009258741767004286,0.0006759183563187692,0.0011288404298022197
Response-Sentinel,0.25,0.0009628528986296377,0.0007001970314246419,0.0011465447418732878
Response-Sentinel,0.3,0.0009713505557122941,0.0007084415031149861,0.0011755720993651907
S-Under7,0.01,0.00021335570114979627,0.00010875640461926667,0.0002991221590785532
S-Under7,0.02,0.00043246117326256345,0.0002620335416328895,0.0005814556644925577
S-Under7,0.05,0.0006270931066829308,0.0003882598054271992,0.0007513055134917093
S-Under7,0.1,0.0007240130893922981,0.0004702024886074659,0.0008701244125184984
S-Under7,0.15,0.0008519379790381393,0.0006229877654896437,0.0009934847577535507
S-Under7,0.2,0.0008754476001849096,0.0006655099622909733,0.001027646769397969
S-Under7,0.25,0.0009069592737839884,0.0007090949346289673,0.001066838327983021
S-Under7,0.3,0.0009227660012409682,0.0007275419505707992,0.001088668216701295
S-Sentinel-Under7,0.01,0.00024032631255195845,0.00010057915933764819,0.0003377649400219562
S-Sentinel-Under7,0.02,0.0004655644662630968,0.0002922533827655946,0.000625658759927171
S-Sentinel-Under7,0.05,0.0006393495465705797,0.0004223296933657719,0.0007349633878312496
S-Sentinel-Under7,0.1,0.0007309552880439751,0.0004831723133889445,0.000886872722155948
S-Sentinel-Under7,0.15,0.0007988624213738773,0.0005793995610721151,0.0009638249318433444
S-Sentinel-Under7,0.2,0.000836037149294857,0.0006227972824478879,0.0009970089572106206
S-Sentinel-Under7,0.25,0.000874312407346063,0.0006686893637941743,0.0010600449031928064
S-Sentinel-Under7,0.3,0.0008855094640232802,0.0006765881175250719,0.0010711353506375587
X-Renormalized,0.01,0.00031048659344647356,0.0001533019266505711,0.00041330387506400055
X-Renormalized,0.02,0.000516365112164261,0.0003606443622317019,0.000663501112477574
X-Renormalized,0.05,0.0007295615815352377,0.0005723411972696481,0.0008907986636159631
X-Renormalized,0.1,0.0008084781096885461,0.0006065780273331046,0.0009996260480482635
X-Renormalized,0.15,0.0008605036557481614,0.0006376251961287518,0.0010295038137969653
X-Renormalized,0.2,0.0008904340280925387,0.0006594288971500862,0.001074963861690489
X-Renormalized,0.25,0.0009050714289807996,0.0006538313804226347,0.001097443809723479
X-Renormalized,0.3,0.0008955710195716587,0.0006517549395915944,0.0010863465606196709
Funnel-S,0.01,0.00036306644293311694,0.00023829601930579154,0.0005016243834504703
Funnel-S,0.02,0.00047329202519825634,0.0002631033737427128,0.0006008467083666953
Funnel-S,0.05,0.0006510274836278524,0.00040481455260845035,0.0008148295886544516
Funnel-S,0.1,0.0007790905777917368,0.0005176587475015177,0.0009330771398508233
Funnel-S,0.15,0.0008296034115258412,0.0005881462872781153,0.0010014432192661466
Funnel-S,0.2,0.0008478441984300077,0.0006176391005305378,0.0010169430093710443
Funnel-S,0.25,0.0008872476604015517,0.0006360035045703556,0.0010646961194030603
Funnel-S,0.3,0.0008876771535494188,0.0006348743136078117,0.0010662203796627087
Funnel-S-Sentinel,0.01,0.00030313720555892436,0.00016285213661663424,0.0004374561555683624
Funnel-S-Sentinel,0.02,0.00047357343536484804,0.00024108927801656652,0.000574921797736859
Funnel-S-Sentinel,0.05,0.0007208837233407892,0.0004563659262874002,0.0008869175132579279
Funnel-S-Sentinel,0.1,0.000801936051327732,0.0005344365395899427,0.0009972589356818308
Funnel-S-Sentinel,0.15,0.0008231619486000953,0.0005873658200135743,0.0010265906110219266
Funnel-S-Sentinel,0.2,0.0008334322042870977,0.0006257430414567723,0.001008559376917711
Funnel-S-Sentinel,0.25,0.000885408931992523,0.0006696071114120382,0.0010631805037021622
Funnel-S-Sentinel,0.3,0.0008733119543810681,0.0006388630400436513,0.00105611458785335
Expected random (stochastic policy),0.01,9.733992205211802e-06,,
Expected random (stochastic policy),0.02,1.9467984410423604e-05,,
Expected random (stochastic policy),0.05,4.8669961026059016e-05,,
Expected random (stochastic policy),0.1,9.733992205211803e-05,,
Expected random (stochastic policy),0.15,0.00014600988307817702,,
Expected random (stochastic policy),0.2,0.00019467984410423606,,
Expected random (stochastic policy),0.25,0.00024334980513029505,,
Expected random (stochastic policy),0.3,0.00029201976615635404,,
