budget_fraction,random_value_mean,random_value_min,random_value_max,expected_random_value
0.01,6.928749664226663e-05,-9.20960558491153e-06,0.00015905645285055895,7.235108709486725e-05
0.02,0.0001460581538788188,1.497920154025587e-05,0.0002871673577454448,0.0001447021741897345
0.05,0.00037206856978251216,0.00023929717906890892,0.0005178110494768423,0.0003617554354743363
0.1,0.0007218774610825284,0.0004953619868802432,0.0009452452518383431,0.0007235108709486726
0.15,0.0010448144016171796,0.0007617371797009492,0.0012660401649556507,0.0010852663064230088
0.2,0.0013911998846568158,0.0009220750144117325,0.0016307177514676263,0.0014470217418973451
0.25,0.0017730531201438833,0.0013041399595543652,0.002020930228356363,0.0018087771773716813
0.3,0.002137018787679283,0.0016305055180866565,0.0023532859014402953,0.0021705326128460176
