model_a,model_b,policy_area_difference,policy_area_ci_low,policy_area_ci_high,policy_area_probability_positive,qini_difference,qini_ci_low,qini_ci_high,n_boot
Causal Forest,Response,3.402503005488417e-05,-1.105860559299865e-05,8.071589349054394e-05,0.924,-0.013208286480253573,-0.036988516316185854,0.010740291972353945,500
Causal Forest,S-Learner,1.4771363196336299e-05,-1.1837914280910322e-05,4.1178859499177225e-05,0.874,-0.002526151095694845,-0.014981466189316962,0.009667135550531173,500
Causal Forest,T-Learner,0.00010837568012018127,4.218803830974945e-05,0.00017103388668727985,1.0,0.03265694716998374,0.004076755719246763,0.062049421788966795,500
Causal Forest,X-Learner,3.2172038595389596e-05,1.3612434901733166e-05,5.599081604727639e-05,1.0,0.007509543799966045,-0.0004614110110770744,0.014838018688172645,500
Causal Forest,DR-Learner,8.180069358075406e-05,2.2913347698530763e-05,0.00014298390194730743,0.998,0.02071064800330144,-0.00640656830153661,0.04721739955859465,500
