model,n,policy_area_dr,autoc_dr,qini_score,auuc_score,score_mean,score_std,negative_score_fraction,unique_score_count
Causal Forest,2096940,0.0008759345613620342,0.0033683921205124676,0.17467757264115724,0.00564828651981693,0.0009798189490605484,0.004482499639079138,0.1964681869772144,912579
S-Learner,2096940,0.0008611631981656979,0.0032077869495034683,0.1772037237368521,0.005740211726659909,0.0008630887911422806,0.005098194680557646,0.003798391942544851,74281
X-Learner,2096940,0.0008437625227666446,0.003076657590664637,0.1671680288411912,0.005404883402691443,0.0006159737745441762,0.0023083735042779214,0.24152193195799593,569542
Response,2096940,0.00084190953130715,0.003075117451585999,0.18788585912141081,0.0060840140369370025,0.0028588168707672653,0.026244072487699863,0.0,152106
DR-Learner,2096940,0.0007941338677812801,0.0025900310428851373,0.1539669246378558,0.004973543382490081,0.0009710899772719605,0.01194939141949761,0.006528083779221151,63105
T-Learner,2096940,0.0007675588812418529,0.0028677143942961213,0.1420206254711735,0.004591020359793708,0.0009939135693463482,0.010351214421326327,0.5395609793317883,208753
