run_id,split,model,n,policy_area_dr,policy_area_dr_adjusted,autoc_dr,autoc_dr_adjusted,rate_qini_dr,qini_score,auuc_score,uplift_calibration_error,doubly_robust_risk,score_mean,score_std,negative_score_fraction,unique_score_count,is_cate_scale
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Response,1397959,0.0009123494915144459,0.0007937997432695076,0.003822506710990304,0.0033601736230060514,0.00046336243845799,0.192989494724502,0.006244154380953659,,,0.0029210686841578026,0.020631284875677662,0.0,322021,False
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Ensemble-QAgg,1397959,0.0009112238470543692,0.0007940110523812013,0.003270551448925387,0.0027713332467350733,0.0004923948599898721,0.2098448124211065,0.00678025894858476,0.0005263618410842162,0.01481980614630449,0.000597866376147583,0.002014676150022811,0.16786829942795176,426250,True
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Ensemble-RankAverage,1397959,0.0009076977352406549,0.0007909832014219918,0.003331764585960487,0.0028332454234082476,0.0004635483376790237,0.19502209486757702,0.006303566343859444,,,0.5000003576642805,0.24436632299280991,0.0,437314,False
sprint3-retrospective-confirmation-v1,retrospective_confirmation,S-Under7,1397959,0.0008955668680202331,0.0007746885704179674,0.003115508148564705,0.0026126990922762817,0.00048091809688775644,0.2059038097463129,0.006658019458970857,0.00044944892327616323,0.014820376165025906,0.0005977922569241755,0.002152922176270073,0.024783273329189198,369775,True
sprint3-retrospective-confirmation-v1,retrospective_confirmation,X-Renormalized,1397959,0.0008897943248758459,0.000775913158679339,0.0032829111148933747,0.0028064953495017925,0.00047044638817847245,0.20181184594991255,0.006521381064263388,0.0004037748729094935,0.014819706063116703,0.0005979404953709904,0.0019881402376350867,0.23723800197287617,397355,True
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Ensemble-BestSingle,1397959,0.0008897943248758459,0.000775913158679339,0.0032829111148933747,0.0028064953495017925,0.00047044638817847245,0.20181184594991255,0.006521381064263388,0.0004037748729094935,0.014819706063116703,0.0005979404953709904,0.0019881402376350867,0.23723800197287617,397355,True
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Rank-K2,1397959,0.0008619357330897682,0.0007488158793954941,0.002453940861495166,0.002112344748538125,0.0003336869860233291,0.18499340169685807,0.00598281266469922,,,-0.006724329858359873,0.009087026291225724,0.8337161533349691,172287,False
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Rank-K1,1397959,0.0008518915970190797,0.0007392629974785424,0.0023999969956805443,0.0020630237737961883,0.0003590094569121629,0.1856566570953411,0.006004848823912286,,,-0.010075199738614751,0.015163851255537444,0.8219497138328091,179145,False
sprint3-retrospective-confirmation-v1,retrospective_confirmation,Rank-K05,1397959,0.0008484528377835635,0.0007363512901257156,0.0023882122577703496,0.0020516463959110603,0.00038441855790659536,0.18645405361101008,0.00603229402745411,,,-0.014396158381098522,0.023745679810579488,0.8019727331059066,168826,False
