run_id,challenger,champion,oof_seeds_evaluated,oof_seeds_won,condition_1_oof_wins_all_seeds,condition_2_confirmation_same_sign,condition_3_paired_ci_lower_bound_positive,confirmation_policy_area_difference,confirmation_ci_low,confirmation_ci_high,promoted,resource_gate_passed,score_guardrail_passed,calibration_guardrail_passed,condition_4_operational_guardrails_passed,condition_4_evaluation
sprint3-retrospective-confirmation-v1,X-Renormalized,Response,2,0,False,False,False,-2.2555166638600003e-05,-7.615611825479114e-05,2.402981178868149e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,S-Under7,Response,2,0,False,False,False,-1.6782623494212764e-05,-7.982139245124222e-05,4.62305248048225e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Rank-K05,Response,2,0,False,False,False,-6.389665373088239e-05,-0.0001079388461051,-1.698244606493566e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Rank-K1,Response,2,0,False,False,False,-6.045789449536621e-05,-9.807536433833168e-05,-1.8420612992650227e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Rank-K2,Response,2,0,False,False,False,-5.041375842467768e-05,-8.370546849350594e-05,-1.9811412118179603e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Ensemble-BestSingle,Response,2,0,False,False,False,-2.2555166638600003e-05,-7.615611825479114e-05,2.402981178868149e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Ensemble-QAgg,Response,2,0,False,False,False,-1.125644460076708e-06,-5.62506174810712e-05,5.2466371729498646e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
sprint3-retrospective-confirmation-v1,Ensemble-RankAverage,Response,2,0,False,False,False,-4.651756273791035e-06,-5.751866073012493e-05,4.601657884382328e-05,False,False,True,True,False,conservative_fail_historical_max_memory_percent_not_recorded
