budget_fraction,n_targeted,theta_max,beta_max,threshold,holds,n
0.01,55918,0.885763943195343,0.5984335690736771,0.20078321546316147,False,55918
0.02,111836,0.885763943195343,0.5984335690736771,0.20078321546316147,False,111836
0.05,279591,0.885763943195343,0.5984335690736771,0.20078321546316147,False,279591
0.1,559183,0.885763943195343,0.5984335690736771,0.20078321546316147,False,559183
0.15,838775,0.885763943195343,0.5984335690736771,0.20078321546316147,False,838775
0.2,1118367,0.885763943195343,0.5984335690736771,0.20078321546316147,False,1118367
0.25,1397959,0.885763943195343,0.5984335690736771,0.20078321546316147,False,1397959
0.3,1677550,0.885763943195343,0.5984335690736771,0.20078321546316147,False,1677550
1.0,5591836,0.885763943195343,0.5984335690736771,0.20078321546316147,False,5591836
