stage,fraction,n_train,n_holdout,comparable_to_release,qini,auuc,autoc_ipw,policy_area_ipw,observed_ate,score_mean,score_std,score_p01,score_p50,score_p99,score_unique,score_negative_fraction,peak_rss_gb,peak_ram_fraction,wall_seconds,fit_seconds
0p2,0.2,1957143,838776,False,0.17896423404670528,0.005792484172471232,0.0037828232575527502,0.0010127538053760642,0.001150594930655339,0.0009208297248257337,0.003977086684905566,-0.0010224283057027979,0.00010840316057733738,0.018256332813399594,374442,0.16878642211985084,5.518215179443359,0.17603231202408678,574.9599940776825,512.7
0p3,0.3,2935713,1258164,False,0.1753147947752406,0.005676316203858401,0.003856825522574734,0.0009864544117070657,0.0011501405611221399,0.0009568799473896045,0.003863992131977436,-0.0009767106318744143,9.315822082596857e-05,0.01946162764996431,540877,0.20653825733370212,7.879417419433594,0.25135519740382317,905.8458428382874,834.7
0p5,0.5,4892857,2096940,True,0.17467757264115724,0.00564828651981693,0.0037198610209103838,0.0010056541837682184,0.0011503223090527615,0.0009798189490605484,0.004482499639079138,-0.001005672668527328,9.28585594137147e-05,0.02062049653264997,912579,0.1964681869772144,12.72928237915039,0.4060669862887341,1591.6245481967926,1499.0
