model_a,model_b,fold_seed,policy_area_difference,policy_area_ci_low,policy_area_ci_high,policy_area_probability_positive,autoc_difference,autoc_ci_low,autoc_ci_high,n_boot
Response-Sentinel,Response,101,2.0519639841327366e-06,-8.867571139025264e-06,1.3727215751315503e-05,0.64,2.4873071566560746e-05,-2.871300981769421e-05,7.907320861750818e-05,200
Anchored-R25,Response,101,-4.3010952178236116e-05,-9.597221058838924e-05,2.8914713831136627e-06,0.03,-0.0001680312378154621,-0.00040814986207792306,3.908313528975584e-05,200
Anchored-R25-Sentinel,Response,101,-3.634847268018683e-05,-9.101648437537002e-05,1.922002101711903e-05,0.095,-0.00011716963668806455,-0.0003639545077891836,0.00013518864390172803,200
Anchored-Pattern-R,Response,101,-1.480024715285952e-05,-5.2360868614843084e-05,2.9877954492755947e-05,0.255,-2.9670588046811202e-05,-0.00023056039827066668,0.00018599190979292135,200
DINA-CATE-Sentinel,Response,101,1.0798517199254033e-05,-7.757722267762208e-05,0.00011749314575287306,0.53,6.844170447031003e-05,-0.0005816141552491768,0.000802965596265251,200
Ensemble-QAgg,Response,101,-4.506183820551541e-05,-0.00011333817994856865,2.0913614232583667e-05,0.085,-0.00028429863832093267,-0.0006150638005061175,3.449712299568757e-05,200
Ensemble-BestSingle,Response,101,-3.589133808729419e-05,-7.867975103597694e-05,1.1122580825614706e-05,0.055,-0.00014309492141780346,-0.0003433109106631689,7.732684052063776e-05,200
Ensemble-RankAverage,Response,101,-1.9930532828079653e-05,-8.132448647318675e-05,4.3221329790076485e-05,0.285,0.00011215032586403811,-0.00032703719625983544,0.0005696634058744828,200
