budget_fraction,random_value_mean,random_value_min,random_value_max,expected_random_value
0.01,1.0446518307098858e-05,-2.1320877382932403e-05,3.300192455513397e-05,9.733992205211802e-06
0.02,2.004851687411675e-05,-2.9743814045609478e-05,5.464245883709172e-05,1.9467984410423604e-05
0.05,4.617708828353399e-05,-9.91830385668273e-06,0.0001274815991622785,4.8669961026059016e-05
0.1,9.387924330666191e-05,-7.272839038638654e-06,0.00014449102170446362,9.733992205211803e-05
0.15,0.00015113440543179706,-2.1994137433569825e-06,0.00024819728510574405,0.00014600988307817702
0.2,0.00020308496706979503,4.128674634350789e-05,0.0002827598678089584,0.00019467984410423606
0.25,0.00024321104070967178,4.991088660662028e-05,0.00034883474957201493,0.00024334980513029505
0.3,0.0002886964831034963,0.00011306135756129705,0.000369044508884587,0.00029201976615635404
