run_id,created_utc,status,commit_sha,working_tree_dirty,working_tree_diff_sha256,data_sha256,development_index_sha256,eval_index_sha256,n_rows,n_treated,n_control,n_conversion_treated,n_conversion_control,python_version,numpy_version,pandas_version,sklearn_version,lightgbm_version,econml_version,outcome,candidate,candidate_family,config_hash,config_json,fold_seed,n_folds,pool_fraction,failure_reason,peak_process_rss_gb,min_system_available_ram_gb,max_system_memory_percent
causal-foundation-v1-finalist-Response-Sentinel,2026-08-09T11:17:04.597138+00:00,failed,336d7770de8534b785eec89c980536d9ba06996a,True,2ffdecb2bde0c3bc87a5a0c825b407ff45dbb2af7e01dba4417c8d701890512b,2716e1bf0fd157a93b5bf86924d9088419dfbac2022c6cd90030220634f616dc,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,8ff1ffcde973cb58df155f942b3f3cf9f386d64c019f18bf51a4df98aeedd476,5591836,4753061,838775,14684,1625,3.12.10,2.4.6,2.3.3,1.6.1,4.7.0,0.16.0,conversion,Response-Sentinel,response,0ccda20f93617af8,"{""builder"": ""response"", ""family"": ""response"", ""is_cate_scale"": false, ""name"": ""Response-Sentinel"", ""params"": {""feature_augmentation"": ""sentinel_flags"", ""sentinel_min_mode_share"": 0.05}}",101,3,1.0,"ResourceGateBreached: RAM khả dụng đã tụt xuống 2.21 GB và hệ thống đang dùng 85.4% RAM (ngưỡng min_available_gb=2.0, max_system_memory_percent=85.0) lúc 2026-08-09T11:17:13.309154+00:00. Dừng tại Response-Sentinel fold 2 để giữ registry và artifact nhất quán. Giảm --pool-frac hoặc đóng ứng dụng khác rồi chạy lại.",1.7813682556152344,1.8822288513183594,87.6
